Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hepatitis D,joint_pain,vomiting,fatigue,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,fever,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,,,
Drug Reaction,itching,skin_rash,abdominal_pain,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,bloating,itching,,,,,,,,,,,
AIDS,muscle_wasting,throat_irritation,fever,extra_marital_contacts,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,restlessness,fatigue,irregular_sugar_level,visual_disturbances,obesity,excessive_hunger,excessive_hunger,urinary_frequency,,,,,,,
Gastroenteritis,vomiting,dehydration,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,fever,breathlessness,family_history,phlegm,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,vertigo,lack_of_concentration,,,,,,,,,,,,
Migraine,indigestion,indigestion,headache,visual_disturbances,excessive_hunger,stiffness,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,muscle_weakness,neck_pain,dizziness,vertigo,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,fever,jaundice,jaundice,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,fatigue,fever,headache,loss_of_appetite,fever,swollen_lymph_nodes,fatigue,skin_rash,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,fatigue,muscle_pain,skin_rash,,,
Typhoid,chills,vomiting,fatigue,fever,headache,nausea,constipation,abdominal_pain,diarrhoea,fever,abdominal_pain,,,,,,
hepatitis A,joint_pain,vomiting,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,diarrhoea,fever,jaundice,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,fatigue,jaundice,jaundice,loss_of_appetite,abdominal_pain,jaundice,jaundice,fatigue,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,jaundice,nausea,loss_of_appetite,jaundice,family_history,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,fever,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,,,
Drug Reaction,itching,skin_rash,abdominal_pain,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,bloating,itching,,,,,,,,,,,
AIDS,muscle_wasting,throat_irritation,fever,extra_marital_contacts,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,restlessness,fatigue,irregular_sugar_level,visual_disturbances,obesity,excessive_hunger,excessive_hunger,urinary_frequency,,,,,,,
Gastroenteritis,vomiting,dehydration,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,fever,breathlessness,family_history,phlegm,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,vertigo,lack_of_concentration,,,,,,,,,,,,
Migraine,indigestion,indigestion,headache,visual_disturbances,excessive_hunger,stiffness,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,muscle_weakness,neck_pain,dizziness,vertigo,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,fever,jaundice,jaundice,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,fatigue,fever,headache,loss_of_appetite,fever,swollen_lymph_nodes,fatigue,skin_rash,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,fatigue,muscle_pain,skin_rash,,,
Typhoid,chills,vomiting,fatigue,fever,headache,nausea,constipation,abdominal_pain,diarrhoea,fever,abdominal_pain,,,,,,
hepatitis A,joint_pain,vomiting,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,diarrhoea,fever,jaundice,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,fatigue,jaundice,jaundice,loss_of_appetite,abdominal_pain,jaundice,jaundice,fatigue,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,jaundice,nausea,loss_of_appetite,jaundice,family_history,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,fever,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,,,
Drug Reaction,itching,skin_rash,abdominal_pain,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,bloating,itching,,,,,,,,,,,
AIDS,muscle_wasting,throat_irritation,fever,extra_marital_contacts,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,restlessness,fatigue,irregular_sugar_level,visual_disturbances,obesity,excessive_hunger,excessive_hunger,urinary_frequency,,,,,,,
Gastroenteritis,vomiting,dehydration,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,fever,breathlessness,family_history,phlegm,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,vertigo,lack_of_concentration,,,,,,,,,,,,
Migraine,indigestion,indigestion,headache,visual_disturbances,excessive_hunger,stiffness,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,muscle_weakness,neck_pain,dizziness,vertigo,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,fever,jaundice,jaundice,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,fatigue,fever,headache,loss_of_appetite,fever,swollen_lymph_nodes,fatigue,skin_rash,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,fatigue,muscle_pain,skin_rash,,,
Typhoid,chills,vomiting,fatigue,fever,headache,nausea,constipation,abdominal_pain,diarrhoea,fever,abdominal_pain,,,,,,
hepatitis A,joint_pain,vomiting,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,diarrhoea,fever,jaundice,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,fatigue,jaundice,jaundice,loss_of_appetite,abdominal_pain,jaundice,jaundice,fatigue,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,jaundice,nausea,loss_of_appetite,jaundice,family_history,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,fever,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,,,
Drug Reaction,itching,skin_rash,abdominal_pain,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,bloating,itching,,,,,,,,,,,
AIDS,muscle_wasting,throat_irritation,fever,extra_marital_contacts,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,restlessness,fatigue,irregular_sugar_level,visual_disturbances,obesity,excessive_hunger,excessive_hunger,urinary_frequency,,,,,,,
Gastroenteritis,vomiting,dehydration,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,fever,breathlessness,family_history,phlegm,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,vertigo,lack_of_concentration,,,,,,,,,,,,
Migraine,indigestion,indigestion,headache,visual_disturbances,excessive_hunger,stiffness,depression,irritability,visual_disturbances,,,,,,,,
Cervical spondylosis,back_pain,muscle_weakness,neck_pain,dizziness,vertigo,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,fever,jaundice,jaundice,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,fatigue,fever,headache,loss_of_appetite,fever,swollen_lymph_nodes,fatigue,skin_rash,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,fatigue,muscle_pain,skin_rash,,,
Typhoid,chills,vomiting,fatigue,fever,headache,nausea,constipation,abdominal_pain,diarrhoea,fever,abdominal_pain,,,,,,
hepatitis A,joint_pain,vomiting,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,diarrhoea,fever,jaundice,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,fatigue,jaundice,jaundice,loss_of_appetite,abdominal_pain,jaundice,jaundice,fatigue,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis C,fatigue,jaundice,nausea,loss_of_appetite,jaundice,family_history,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,fever,jaundice,jaundice,nausea,loss_of_appetite,abdominal_pain,jaundice,acute_liver_failure,coma,stomach_bleeding,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
